__time,/move_base/cmd_vel_throttle/angular/x,/move_base/cmd_vel_throttle/angular/y,/move_base/cmd_vel_throttle/angular/z,/move_base/cmd_vel_throttle/linear/x,/move_base/cmd_vel_throttle/linear/y,/move_base/cmd_vel_throttle/linear/z,/state/odom_pose/orientation/pitch,/state/odom_pose/orientation/roll,/state/odom_pose/orientation/w,/state/odom_pose/orientation/x,/state/odom_pose/orientation/y,/state/odom_pose/orientation/yaw,/state/odom_pose/orientation/z,/state/odom_pose/position/x,/state/odom_pose/position/y,/state/odom_pose/position/z,/state/odom_twist/angular/x,/state/odom_twist/angular/y,/state/odom_twist/angular/z,/state/odom_twist/linear/x,/state/odom_twist/linear/y,/state/odom_twist/linear/z,/state/ref_pose/orientation/pitch,/state/ref_pose/orientation/roll,/state/ref_pose/orientation/w,/state/ref_pose/orientation/x,/state/ref_pose/orientation/y,/state/ref_pose/orientation/yaw,/state/ref_pose/orientation/z,/state/ref_pose/position/x,/state/ref_pose/position/y,/state/ref_pose/position/z,/state/ref_twist/angular/x,/state/ref_twist/angular/y,/state/ref_twist/angular/z,/state/ref_twist/linear/x,/state/ref_twist/linear/y,/state/ref_twist/linear/z
539.957000,0.000000000,0.000000000,0.439318013,0.196092345,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.087000,0.000000000,0.000000000,0.406071012,0.224202890,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.193000,0.000000000,0.000000000,0.285813318,0.335421865,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.187451316,0.000000000,0.000000000
540.226000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-3.017445763,-0.060724678,-0.018200189,0.000000000,0.000000000,0.000000000,0.000000000,0.244337499,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-3.007325979,0.096442063,0.026006576,0.000000000,,,,,,
540.304000,0.000000000,0.000000000,0.227385736,0.422212513,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.432000,0.000000000,0.000000000,0.202579431,0.472499485,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.526000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.955419045,-0.164212542,-0.047271606,0.000000000,0.000000000,0.000000000,0.000000000,0.503203405,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.940981972,0.045249665,0.017536677,0.000000000,0.000000000,0.000000000,0.000000000,0.405056601,0.000000000,0.000000000
540.541000,0.000000000,0.000000000,0.146677131,0.657538393,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.693000,0.000000000,0.000000000,0.124715779,0.765377126,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.755000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.902749398,-0.299817857,-0.087351478,0.000000000,0.000000000,0.000000000,0.000000000,0.745733654,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.875332865,-0.083470346,-0.036869982,0.000000000,0.000000000,0.000000000,0.000000000,0.707535120,0.000000000,0.000000000
540.845000,0.000000000,0.000000000,0.096765578,0.938030246,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.953000,0.000000000,0.000000000,0.072021922,1.052514149,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.017000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.853657889,-0.496385567,-0.151817009,0.000000000,0.000000000,0.000000000,0.000000000,0.995447180,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.840854223,-0.337900463,-0.128474194,0.000000000,0.000000000,0.000000000,0.000000000,0.960598507,0.000000000,0.000000000
541.100000,0.000000000,0.000000000,0.052900016,1.200327227,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.245000,0.000000000,0.000000000,0.024592733,1.417380793,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.301000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.808588299,-0.840067717,-0.273552877,0.000000000,0.000000000,0.000000000,0.000000000,1.374386929,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.821710647,-0.820380275,-0.267742135,0.000000000,0.000000000,0.000000000,0.000000000,1.309200769,0.000000000,0.000000000
541.405000,0.000000000,0.000000000,-0.008078045,1.587939245,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,1.576005960,0.000000000,0.000000000
541.516000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.808178781,-1.140100039,-0.378160883,0.000000000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.813693842,-1.078629236,-0.370665695,0.000000000,,,,,,
541.521000,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,1.547484985,0.000000000,0.000000000,,,,,,,,,,,,,,,,
541.546000,0.000000000,0.000000000,-0.035223585,1.484734558,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.700000,0.000000000,0.000000000,-0.037643741,1.598461300,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.803000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.845342911,-1.567558097,-0.508970071,0.000000000,0.000000000,0.000000000,0.000000000,1.624975072,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.860210212,-1.529689466,-0.495982428,0.000000000,0.000000000,0.000000000,0.000000000,1.577814459,0.000000000,0.000000000
541.840000,0.000000000,0.000000000,-0.031289100,1.756892796,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.987000,0.000000000,0.000000000,-0.028803246,1.633879349,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.071000,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,1.611591179,0.000000000,0.000000000,,,,,,,,,,,,,,,,
542.072000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.875078850,-1.969757169,-0.618124873,0.000000000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.881799862,-1.924666608,-0.587537174,0.000000000,0.000000000,0.000000000,0.000000000,1.611744256,0.000000000,0.000000000
542.094000,0.000000000,0.000000000,-0.025964081,1.622951599,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.237000,0.000000000,0.000000000,-0.022323120,1.683062581,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.320000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.898628435,-2.364402406,-0.715769106,0.000000000,0.000000000,0.000000000,0.000000000,1.677791784,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.897162976,-2.315447379,-0.694181352,0.000000000,0.000000000,0.000000000,0.000000000,1.639099207,0.000000000,0.000000000
542.342000,0.000000000,0.000000000,-0.025554326,1.595604957,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.444000,0.000000000,0.000000000,-0.024231642,1.649737085,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.556000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.920346273,-2.774043530,-0.807790913,0.000000000,0.000000000,0.000000000,0.000000000,1.697288950,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.919778087,-2.736161169,-0.808334304,0.000000000,0.000000000,0.000000000,0.000000000,1.651806198,0.000000000,0.000000000
542.593000,0.000000000,0.000000000,-0.011301184,1.616401703,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.700000,0.000000000,0.000000000,-0.005513759,1.628628742,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.736000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.928516921,-3.064465248,-0.870064035,0.000000000,0.000000000,0.000000000,0.000000000,1.677262529,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.926791763,-2.960536221,-0.854048635,0.000000000,0.000000000,0.000000000,0.000000000,1.614983561,0.000000000,0.000000000
542.841000,0.000000000,0.000000000,0.002563220,1.832760328,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.968000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.928619226,-3.446764337,-0.952358123,0.000000000,0.000000000,0.000000000,0.000000000,1.740114109,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.929134857,-3.366307732,-0.940725413,0.000000000,0.000000000,0.000000000,0.000000000,1.811002661,0.000000000,0.000000000
542.995000,0.000000000,0.000000000,0.007823390,1.685032531,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.091000,0.000000000,0.000000000,0.017337984,1.686454997,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.195000,0.000000000,0.000000000,0.017076273,1.614395501,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.202000,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.916241423,-3.779457680,-1.034074859,0.000000000,,,,,,
543.203000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.917297858,-3.826581271,-1.038592323,0.000000000,0.000000000,0.000000000,0.000000000,1.643654691,0.000000000,0.000000000,,,,,,,,,,,,,,,,
543.204000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,1.684125705,0.000000000,0.000000000
543.341000,0.000000000,0.000000000,0.018061880,1.626984424,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.412000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.902371379,-4.157973819,-1.119753666,0.000000000,0.000000000,0.000000000,0.000000000,1.631625598,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.899699660,-4.094224080,-1.112140221,0.000000000,,,,,,
543.413000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,1.674053616,0.000000000,0.000000000
543.482000,0.000000000,0.000000000,0.021892029,1.629599357,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.590000,0.000000000,0.000000000,0.028044539,1.691212762,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.664000,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,1.679808085,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.879051490,-4.495509150,-1.220058722,0.000000000,0.000000000,0.000000000,0.000000000,1.636212780,0.000000000,0.000000000
