__time,/move_base/cmd_vel_throttle/angular/x,/move_base/cmd_vel_throttle/angular/y,/move_base/cmd_vel_throttle/angular/z,/move_base/cmd_vel_throttle/linear/x,/move_base/cmd_vel_throttle/linear/y,/move_base/cmd_vel_throttle/linear/z,/state/odom_pose/orientation/pitch,/state/odom_pose/orientation/roll,/state/odom_pose/orientation/w,/state/odom_pose/orientation/x,/state/odom_pose/orientation/y,/state/odom_pose/orientation/yaw,/state/odom_pose/orientation/z,/state/odom_pose/position/x,/state/odom_pose/position/y,/state/odom_pose/position/z,/state/odom_twist/angular/x,/state/odom_twist/angular/y,/state/odom_twist/angular/z,/state/odom_twist/linear/x,/state/odom_twist/linear/y,/state/odom_twist/linear/z,/state/ref_pose/orientation/pitch,/state/ref_pose/orientation/roll,/state/ref_pose/orientation/w,/state/ref_pose/orientation/x,/state/ref_pose/orientation/y,/state/ref_pose/orientation/yaw,/state/ref_pose/orientation/z,/state/ref_pose/position/x,/state/ref_pose/position/y,/state/ref_pose/position/z,/state/ref_twist/angular/x,/state/ref_twist/angular/y,/state/ref_twist/angular/z,/state/ref_twist/linear/x,/state/ref_twist/linear/y,/state/ref_twist/linear/z
543.586000,0.000000000,0.000000000,0.304747344,0.176923158,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.729000,0.000000000,0.000000000,0.279454493,0.306739082,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.878000,0.000000000,0.000000000,0.253246209,0.435144689,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.982000,0.000000000,0.000000000,0.230574717,0.464001384,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.132000,0.000000000,0.000000000,0.208805882,0.577401694,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.237000,0.000000000,0.000000000,0.168009068,0.635337179,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.328000,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.615570591,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.914050055,-0.305656490,-0.076771412,0.000000000,,,,,,
544.329000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.896816606,-0.364767608,-0.087241150,0.000000000,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.538608821,0.000000000,0.000000000
544.381000,0.000000000,0.000000000,0.121539121,0.753031966,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.524000,0.000000000,0.000000000,0.085703351,0.870590722,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.588000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.842864473,-0.537618416,-0.147433030,0.000000000,0.000000000,0.000000000,0.000000000,0.847819016,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.858699389,-0.461185726,-0.117041545,0.000000000,,,,,,
544.593000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.769855389,0.000000000,0.000000000
544.628000,0.000000000,0.000000000,0.061162984,0.972952757,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.731000,0.000000000,0.000000000,0.044180961,1.055282550,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.801000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.813799261,-0.723237971,-0.214555186,0.000000000,0.000000000,0.000000000,0.000000000,1.042876153,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.820222388,-0.675875576,-0.191628154,0.000000000,0.000000000,0.000000000,0.000000000,1.004762158,0.000000000,0.000000000
544.880000,0.000000000,0.000000000,0.021899299,1.152004637,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.034000,0.000000000,0.000000000,0.005028235,1.166100313,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.056000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.795630055,-1.007463937,-0.318702109,0.000000000,0.000000000,0.000000000,0.000000000,1.164502770,0.000000000,0.000000000,,,,,,,,,,,0.000000000,0.000000000,0.000000000,1.163565121,0.000000000,0.000000000
