__time,/move_base/cmd_vel/angular/x,/move_base/cmd_vel/angular/y,/move_base/cmd_vel/angular/z,/move_base/cmd_vel/linear/x,/move_base/cmd_vel/linear/y,/move_base/cmd_vel/linear/z,/state/odom_pose/orientation/pitch,/state/odom_pose/orientation/roll,/state/odom_pose/orientation/w,/state/odom_pose/orientation/x,/state/odom_pose/orientation/y,/state/odom_pose/orientation/yaw,/state/odom_pose/orientation/z,/state/odom_pose/position/x,/state/odom_pose/position/y,/state/odom_pose/position/z,/state/odom_twist/angular/x,/state/odom_twist/angular/y,/state/odom_twist/angular/z,/state/odom_twist/linear/x,/state/odom_twist/linear/y,/state/odom_twist/linear/z,/state/ref_pose/orientation/pitch,/state/ref_pose/orientation/roll,/state/ref_pose/orientation/w,/state/ref_pose/orientation/x,/state/ref_pose/orientation/y,/state/ref_pose/orientation/yaw,/state/ref_pose/orientation/z,/state/ref_pose/position/x,/state/ref_pose/position/y,/state/ref_pose/position/z,/state/ref_twist/angular/x,/state/ref_twist/angular/y,/state/ref_twist/angular/z,/state/ref_twist/linear/x,/state/ref_twist/linear/y,/state/ref_twist/linear/z
544.765000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.836000,0.000000000,0.000000000,0.680394678,0.118714449,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544.937000,0.000000000,0.000000000,0.634106781,0.126199026,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.028000,0.000000000,0.000000000,0.274146635,0.536740987,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.089000,0.000000000,0.000000000,0.591687616,0.106732694,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.136000,0.000000000,0.000000000,0.270585093,0.561631455,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.233000,0.000000000,0.000000000,0.267055513,0.562196709,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.284000,0.000000000,0.000000000,0.785398011,0.235993681,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-3.043097284,-0.047799732,-0.013970189,0.000000000,0.000000000,0.000000000,0.000000000,0.249869210,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-3.020818848,0.111174331,0.039351866,0.000000000,0.000000000,0.000000000,0.000000000,0.168598287,0.000000000,0.000000000
545.339000,0.000000000,0.000000000,0.244583473,0.680831605,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.432000,0.000000000,0.000000000,0.253477811,0.710801572,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.510000,0.000000000,0.000000000,0.785399449,0.349873035,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.513000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.970413201,-0.131648320,-0.038567210,0.000000000,0.000000000,0.000000000,0.000000000,0.520175430,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.966564592,0.060376430,0.037576354,0.000000000,0.000000000,0.000000000,0.000000000,0.377545364,0.000000000,0.000000000
545.530000,0.000000000,0.000000000,0.230240264,0.863210975,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.628000,0.000000000,0.000000000,0.215153181,1.016716851,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.691000,0.000000000,0.000000000,0.785412976,0.620175644,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.692000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.897284046,-0.246777820,-0.078090330,0.000000000,0.000000000,0.000000000,0.000000000,0.810863591,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.896145527,-0.011030661,-0.004685755,0.000000000,0.000000000,0.000000000,0.000000000,0.709882767,0.000000000,0.000000000
545.734000,0.000000000,0.000000000,0.173634419,1.147909658,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.830000,0.000000000,0.000000000,0.147545447,1.160364001,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.931000,0.000000000,0.000000000,0.701589688,0.910863590,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.932000,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.793952825,-0.147710129,-0.084526651,0.000000000,,,,,,
545.933000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.775274895,-0.446526891,-0.167454129,0.000000000,0.000000000,0.000000000,0.000000000,1.095654061,0.000000000,0.000000000,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.996008494,0.000000000,0.000000000
545.939000,0.000000000,0.000000000,0.105095798,1.173757525,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.032000,0.000000000,0.000000000,0.047520446,1.171713090,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.143000,0.000000000,0.000000000,0.486215945,1.143445003,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.144000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.716633898,-0.663161409,-0.272742218,0.000000000,0.000000000,0.000000000,0.000000000,1.154594283,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.723497491,-0.401366794,-0.198051913,0.000000000,0.000000000,0.000000000,0.000000000,1.202332221,0.000000000,0.000000000
546.188000,0.000000000,0.000000000,0.017736129,1.166559951,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.232000,0.000000000,0.000000000,0.073466562,1.025887045,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.328000,0.000000000,0.000000000,0.220465150,1.179447565,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.330000,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.665662964,-0.851653611,-0.376553048,0.000000000,0.000000000,0.000000000,0.000000000,1.040287645,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.141592654,-2.719955427,-0.713159102,-0.318352585,0.000000000,0.000000000,0.000000000,0.000000000,1.078198967,0.000000000,0.000000000
546.332000,0.000000000,0.000000000,0.012159634,1.166739161,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
